"Original_molecule_SMILES"	"CID"	"CSID"	"Structure_ID"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"12794"	"Cl.CN1C2=C(CCNCC2)C2=C1C=CC=C2"	3045335	"25648"	5974	"Tocris"	"2201"	"PNU 22394 hydrochloride"	"CAS: 15923-78-1"	"5-HT2C agonist and 5-HT2A/2B partial agonist"	NA
"12795"	"Cl.COC1=CC2=C(CC(=O)N(CCCN(C)CCC3=CC(OC)=C(OC)C=C3)CC2)C=C1OC"	16759163	"2308097"	3742	"Tocris"	"2202"	"Zatebradine hydrochloride"	"CAS: 91940-87-3"	"Bradycardic agent; blocks If pacemaker current"	NA
"12796"	"CCCCCCCCCCCCCCCC(=O)NCCC1=CC=C(O)C(O)=C1"	122023	"21403023"	1547	"Tocris"	"2203"	"PALDA"	"CAS: 136181-87-8"	"Endogenous lipid; potentiates effects of endovanilloids at TRPV1 receptors"	NA
"12797"	"CCC1=C(OCCCCCC(C)(C)C2=NN=NN2)C=C(O)C(=C1)C(C)=O"	16759164	"108846"	2480	"Tocris"	"2208"	"LY 255283"	"CAS: 117690-79-6"	" competitive BLT2 receptor antagonist"	NA
"12798"	"Cl.NC(=O)CNCCC(C1=CC=CC=C1)C1=CC=CC=C1"	16759165	"21475103"	6338	"Tocris"	"2213"	"N20C hydrochloride"	"CAS: 76991-05-4"	"Non-competitive NMDA receptor receptor open-channel blocker"	NA
"12799"	"Cl.Cl.Cl.C(N1CCN(CC1)C1=CC=CC=N1)C1=NC2=C(N1)C=CC=C2"	122327	"11314292"	86	"Tocris"	"2214"	"ABT 724 trihydrochloride"	"CAS: 70006-24-5"	" dopamine D4 partial agonist; proerectile"	NA
"12800"	"CCCCCCCCCCC(C)(C)C(=O)NC1=C(OC)C=C(OC)C=C1OC"	2921148	"109079"	1535	"Tocris"	"2227"	"CI 976"	"CAS: 114289-47-3"	"Acyl-CoA:cholesterol acyltransferase (ACAT) inhibitor"	NA
"12801"	"CN(C)S(=O)(=O)C1=C(C)C=CC(=C1)[N+]([O-])=O"	16219404	NA	2623	"Tocris"	"2237"	"BRL 50481"	"CAS: 433695-36-4"	"PDE7 inhibitor"	NA
"12802"	"Cl.Cl.CS(=O)(=O)CCNCC1=NC(=CS1)C1=CC=C2N=CN=C(NC3=CC=C(OCC4=CC(F)=CC=C4)C(Cl)=C3)C2=C1"	57369641	"17346734"	4243	"Tocris"	"2239"	"GW 583340 dihydrochloride"	"CAS: 388082-81-3"	"dual EGFR/ErbB2 inhibitor; "	NA
"12803"	"Cl.Cl.CN(C)C1=CC=C(C=C2/CCCN=C2C2=CN=CC=C2)C=C1"	2767	"35467056"	2666	"Tocris"	"2241"	"DMAB-anabaseine"	"CAS: 32013-69-7"	"alpha4-beta2 neuronal nicotinic AChR antagonist"	NA
"12804"	"N[Pt](N)(Cl)Cl"	16759168	"10771216"	6590	"Tocris"	"2251"	"Cisplatin"	"CAS: 15663-27-1"	"proapoptotic anticancer agent; activates caspase-3"	NA
"12805"	"Cl.CN(C)C1=NC(N)=C(N=C1Cl)C(=O)NC1=CN=CC=C1"	65909	"21475105"	2692	"Tocris"	"2254"	"ACDPP"	"CAS: 37804-11-8"	"mGlu5 receptor antagonist"	NA
"12806"	"CC1(CN2CCC(CC2)N2C(=O)NC3=C2C=CC=C3)OCC2=CC=CC=C2N2C=CC=C12"	9872740	"59318"	1176	"Tocris"	"2255"	"CGS 9343B"	"CAS: 109826-27-9"	"Calmodulin antagonist"	NA
"12807"	"C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCC2=CC=CC=C2N(CC2=CC=C(C=C2)C2=CC=CC=C2C2=NNN=N2)C1=O"	644030	"8048429"	4353	"Tocris"	"2261"	"L-692585"	"CAS: 145455-35-2"	"  GHS receptor agonist"	NA
"12808"	"Cl.Cl.Cl.Cl.CC(C)[C@H]1C2=C(CC[C@@]1(CCN(C)CCCC1=NC3=C(N1)C=CC=C3)OC(=O)C1CC1)C=C(F)C=C2"	176408	"21475106"	850	"Tocris"	"2268"	"NNC 55-0396"	"CAS: 357400-13-6"	"T-type Ca2+ channel inhibitor"	NA
"12809"	"CCOC(=O)NC[C@H](CC1=CC=C(OCCC2=C(C)OC(=N2)C2=CC=CC=C2)C=C1)NC(C)=C/C(=O)C1=CC=C(C=C1)C(F)(F)F"	17756791	"10128514"	2050	"Tocris"	"2271"	"GW 6471"	"CAS: 436159-64-7"	"PPAR-alpha antagonist"	NA
"12810"	"CN1C2=C(C=C(C)C(C=O)=C2)N=C2C(=O)NC(=O)N=C12"	1694	"21475107"	5310	"Tocris"	"2272"	"Ro 08-2750"	"CAS: 37854-59-4"	"Inhibitor of NGF-induced apoptosis"	NA
"12811"	"BrC1=C2NN=NC2=C(Br)C(Br)=C1Br"	105007	"1631"	12	"Tocris"	"2275"	"TBB"	"CAS: 17374-26-4"	"cell-permeable CK2 inhibitor"	NA
"12812"	"BrC1=C2NN=NC2=C(Br)C(Br)=C1Br"	105007	"1631"	12	"Tocris"	"2275"	"TBB"	"CAS:17374-26-4"	"Selective cell-permeable Casein Kinase 2 (CK2) inhibitor"	NA
"12813"	"CCCC1=C(O)C(=CC=C1OCC(O)COC1=CC=C2C(=O)C=C(OC2=C1CCC)C(O)=O)C(C)=O"	16759170	"94752"	1859	"Tocris"	"2276"	"FPL 55712"	"CAS: 40786-08-1"	"Leukotriene receptor antagonist"	NA
"12814"	"C[C@@]1(O)C(O)[C@@H](CO)O[C@H]1N1C=NC2=C1N=C(Cl)N=C2NC1CCCC1"	4077460	"21475108"	4467	"Tocris"	"2281"	"2'-MeCCPA"	"CAS: 205171-12-6"	"  A1 adenosine receptor agonist"	NA
"12815"	"FC(F)(F)C1=C(C=C(S1)C1=NC(=NO1)C1=CC=CC(=C1)C(F)(F)F)C1=CC=CC=C1"	40469923	"3292325"	6116	"Tocris"	"2284"	"SEW 2871"	"CAS: 256414-75-2"	"Cell-permeable, S1P1 receptor agonist"	NA
"12816"	"COC1=CC(C)=CC(OC)=C1[C@@H]1C=C(C)CC[C@H]1C(C)=C"	45039646	"21475109"	3390	"Tocris"	"2288"	"O-1918"	"CAS: 536697-79-7"	"Silent antagonist for putative abnormal-CBD receptor"	NA
"12817"	"OCCS(O)(=O)=O.NC1=NC(N)=C(N=N1)C1=C(Cl)C(Cl)=CC=C1"	74603	"16200738"	6899	"Tocris"	"2289"	"Lamotrigine isethionate"	"CAS: 113170-86-8"	"Inhibits glutamate release. Anticonvulsant"	NA
"12818"	"BrC1C(Br)C(Br)C(Br)C(Br)C1Br"	129989	"67180"	5	"Tocris"	"2291"	"1,2,3,4,5,6-Hexabromocyclohexane"	"CAS: 1837-91-8"	"Inhibits Jak2 autophosphorylation"	NA
"12819"	"BrC1C(Br)C(Br)C(Br)C(Br)C1Br"	129989	"67180"	5	"Tocris"	"2291"	"1,2,3,4,5,6-Hexabromocyclohexane"	"CAS:1837-91-8"	"Inhibits JAK2 autophosphorylation"	NA
"12820"	"CCN(CC)CCCCC1CCN(CC(=O)N2C3=C(C=CC=C3)C(=O)NC3=C2N=CC=C3)CC1"	17756793	"115051"	2373	"Tocris"	"2292"	"AQ-RA 741"	"CAS: 123548-16-3"	"M2 AChR antagonist"	NA
"12821"	"[H].CBr.CN1CCC2=C(C=C(O)C(Cl)=C2)[C@@H]2[C@@H]1CCC1=CC=CC=C21"	2777391	"21475111"	4951	"Tocris"	"2299"	"SCH 39166"	NA	"dopamine D1/D5 receptor antagonist"	NA
"12822"	"[O-][N+](=O)C1=CC(C(=O)NC2=CC=NC=C2)=C(Cl)C=C1"	443375	NA	8325	"Tocris"	"2301"	"T0070907"	"CAS: 313516-66-4"	"PPAR-gamma antagonist"	NA
"12823"	"CN1C2=CC=CC=C2C(=N[C@H](NC(=O)C2=CC3=C(N2)C=CC=C3)C1=O)C1=CC=CC=C1"	54450566	"391607"	2865	"Tocris"	"2304"	"Devazepide"	"CAS: 103420-77-5"	"  CCK1 receptor antagonist"	NA
"12824"	"CNC(=O)[C@@H](CC1=CC=CC=C1)N(C)C(=O)[C@@H](CC1=CC2=CC=CC=C2C=C1)N(C)C(=O)C=CCC(C)(C)N"	5311451	"7985857"	2887	"Tocris"	"2308"	"Tabimorelin"	"CAS: 193079-69-5"	"  GHS receptor agonist"	NA
"12825"	"COC1=CC=CC(OC)=C1C1=CC(=NN1C1=C(C=C(C=C1)C(=O)N(C)CCCN(C)C)C(C)C)C(=O)NC1(C2CC3CC(C2)CC1C3)C(O)=O"	60943	"4470937"	4109	"Tocris"	"2309"	"SR 142948"	"CAS: 184162-64-9"	"NT receptor antagonist"	NA
"12826"	"COC1=C(OC)C=C(C=C1)S(=O)(=O)N1[C@@H](C(=O)N2CCC[C@H]2C(N)=O)[C@](O)(C2=C1C=CC(Cl)=C2)C1=CC=CC=C1Cl"	5311276	"54910"	3963	"Tocris"	"2310"	"SR 49059"	"CAS: 150375-75-0"	" vasopressin V1a receptor antagonist"	NA
"12827"	"CCCOC1=CC=C(Br)C=C1C1=C(NC(=C1)C1=CC=C(Cl)C=C1)C1=CC=NC=C1"	45073428	"4470786"	1782	"Tocris"	"2311"	"L-168049"	"CAS: 191034-25-0"	"  human glucagon receptor antagonist"	NA
"12828"	"[Na+].[Na+].[O-]C1=NC2=CC(=C(C=C2N=C1[O-])[N+]([O-])=O)[N+]([O-])=O"	21462	NA	8318	"Tocris"	"2312"	"DNQX disodium salt"	"CAS: 2379-57-9"	"non-NMDA receptor antagonist"	NA
"12829"	"[Cl-].CC[N+](CC)(CC)CC(=O)NC1=C(C)C=CC=C1C"	56846451	NA	2353	"Tocris"	"2313"	"QX 314 chloride"	"CAS: 5369-03-9"	"Na+ channel blocker"	NA
"12830"	"Cl.COC1=CC=C(CCN(CCC2=C(OC)C(OC)=C(OC)C=C2)C(=O)C(C2=CC=CC=C2)C2=NCCC3=CC(OC)=C(OC)C=C23)C(OC)=C1OC"	16759172	"21475113"	3594	"Tocris"	"2314"	"LOE 908"	"CAS: 149759-26-2"	"Broad spectrum cation channel blocker; neuroprotective"	NA
"12831"	"Br.Br.C(C1=CN=CN1)C1=CC=NC=C1"	680501	"21475114"	113	"Tocris"	"2315"	"Immethridine"	"CAS: 87976-03-2"	"histamine H3 agonist, over H4"	NA
"12832"	"CC(C)(C)C1=CC=C(C=CC(=O)NC2=CC=C3OCCOC3=C2)C=C1"	134771	"592741"	580	"Tocris"	"2316"	"AMG 9810"	"CAS: 545395-94-6"	" competitive antagonist of TRPV1"	NA
"12833"	"Cl.CC(C)CC(N)C1(CCC1)C1=CC=C(Cl)C=C1"	16759174	"118776"	711	"Tocris"	"2322"	"BTS 54-505"	"CAS: 84484-78-6"	"SNRI; active metabolite of sibutramine (Cat. No. 2290)"	NA
"12834"	"Cl.Cl.CC1=NC(N)=C(CN2CCC(=CC2)C2=CC=CC=C2)C=N1"	9887884	"14016817"	5657	"Tocris"	"2329"	"Ro 10-5824"	"CAS: 189744-46-5"	"dopamine D4 receptor partial agonist"	NA
"12835"	"CO[C@H]1CC[C@H](CC1)C(=O)C1=CC2=C(C=C1)N=C1OCCCC1=C2"	65889	"21259037"	3196	"Tocris"	"2333"	"JNJ 16259685"	"CAS: 409345-29-5"	"mGlu1-non-competitive antagonist"	NA
"12836"	"CC1=NN=C2CN=C(C3=C(SC(CCC(=O)N4CCOCC4)=C3)N12)C1=CC=CC=C1Cl"	215819	"59298"	5690	"Tocris"	"2339"	"WEB 2086"	"CAS: 105219-56-5"	"PAF receptor antagonist"	NA
"12837"	"Cl.Cl.CC1=C(CCN)NC=N1"	16759176	"187098"	5655	"Tocris"	"2342"	"4-Methylhistamine"	"CAS: 36376-47-3"	"H4 agonist"	NA
"12838"	"Cl.Cl.NC1=NC(=C(S1)C1=CC=NC=C1)C1=CC=C(Cl)C(Cl)=C1"	208953	"21475115"	6800	"Tocris"	"2344"	"CGH 2466"	"CAS: 252198-68-8"	"A1, A2B and A3 antagonist and inhibitor of p38 MAPK and PDE4"	NA
"12839"	"OP(O)(=O)CN1C(=O)C(=O)NC2=CC(=C(C=C12)N1CCOCC1)C(F)(F)F"	2830510	"181046"	7452	"Tocris"	"2345"	"ZK 200775"	"CAS: 161605-73-8"	"Competitive AMPA receptor antagonist"	NA
"12840"	"ClC(Cl)(Cl)C(NC(=S)NC1=C2N=CC=CC2=CC=C1)NC(=O)C=CC1=CC=CC=C1"	67748409	"4654442"	5716	"Tocris"	"2347"	"Salubrinal"	"CAS: 405060-95-9"	"eIF2a dephosphorylation inhibitor"	NA
"12841"	"[Na]OC(=O)C1=C(C=CC(=O)NC2=CC=CC=C2)C2=C(N1)C=C(Cl)C=C2Cl"	16759178	"5293462"	8208	"Tocris"	"2348"	"Gavestinel"	"CAS: 153436-22-7"	"glycine site antagonist"	NA
"12842"	"Cl.Cl.Cl.Cl.NC1=C2C(=NC=N1)N=C(C=C2C1=CC(Br)=CC=C1)C1=CN=C(C=C1)N1CCOCC1"	447912	"21475116"	6891	"Tocris"	"2372"	"ABT 702 2HCl"	"CAS: 214697-26-4"	"Adenosine kinase inhibitor"	NA
"12843"	"OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F"	9911463	"394870"	7210	"Tocris"	"2373"	"T 0901317"	"CAS: 293754-55-9"	"liver X receptor (LXR) agonist"	NA
"12844"	"COC1=CC2=C(C=C1)N(C(=O)C1=C(Cl)C(Cl)=CC=C1)C(C)=C2CCN1CCOCC1"	56972198	"8087114"	4068	"Tocris"	"2374"	"GW 405833"	"CAS: 180002-83-9"	" high affinity CB2 receptor partial agonist"	NA
"12845"	"Cl.CC1=C(C2=C(N1)C=CC(Cl)=C2)C1=CCNCC1"	11698390	"21475117"	5102	"Tocris"	"2382"	"EMD 386088"	"CAS: 54635-62-0"	"5-HT6 agonist"	NA
"12846"	"Cl.Cl.C(CNC(C1=CC=CC=C1)C1=CC=CC=C1)NC(C1=CC=CC=C1)C1=CC=CC=C1"	162834	"9873115"	79	"Tocris"	"2385"	"AMN 082"	"CAS: 83027-13-8"	"mGlu7 agonist"	NA
"12847"	"CN1CC(=O)N=C1NC(=O)NC1=CC(Cl)=CC=C1"	9926998	"142953"	2796	"Tocris"	"2386"	"Fenobam"	"CAS: 57653-26-6"	"mGlu5 antagonist"	NA
"12848"	"Cl.COC1=CC=C(NC2=NC=NC3=CC=C(OC)C=C23)C=C1"	10223146	"8102632"	3815	"Tocris"	"2390"	"MPMQ"	"CAS: 338738-57-1"	"mGlu1 antagonist"	NA
"12849"	"CC(C)C1=CC(NNC(=O)NC2=CC(Cl)=NC(Cl)=C2)=NC2=C1C(C)=NN2C"	9851211	"8398638"	904	"Tocris"	"2392"	"JTE 013"	"CAS: 547756-93-4"	"S1P2 receptor antagonist"	NA
"12850"	"CN(CC1=CC=CC=C1)C(=O)[C@H](CC1=CC=C2C=CC=CC2=C1)NC(=O)[C@@H]1CCCN1C(=O)NC1=C(C=CC=C1)[N+]([O-])=O"	63009	NA	2724	"Tocris"	"2394"	"SDZ NKT 343"	"CAS: 180046-99-5"	" human NK1 antagonist"	NA
"12851"	"Cl[H].CN[C@H]1CC[C@@H](C2=CC=C(Cl)C(Cl)=C2)C2=CC=CC=C12"	56972175	"56707"	5030	"Tocris"	"2395"	"Sertraline"	"CAS: 79559-97-0"	"5-HT re-uptake inhibitor"	NA
"12852"	"Cl[H].COC(=O)C1=C(C)NC(C)=C(C1C1=CC=C(C=C1)[N+]([O-])=O)C(=O)NCCCN1CCC(CC1)(C1=CC=CC=C1)C1=CC=CC=C1"	107967	NA	2990	"Tocris"	"2398"	"SNAP 5089"	NA	"alpha1A-adrenoceptor antagonist"	NA
"12853"	"CN(CC1=CC=CC=C1)C(=O)[C@H](CC1=CC2=C(C=CC=C2)C=C1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)C1=CN(C)C2=CC=CC=C12"	11771279	"97084"	2725	"Tocris"	"2400"	"FK 888"	"CAS: 138449-07-7"	"NK1 receptor antagonist"	NA
"12854"	"C1CCC(CC1)NC1=NC(OC2=CC=CC=C2)=NC2=C1N=CN2"	824226	"9945962"	129	"Tocris"	"2403"	"MRS 3777"	NA	"A3 adenosine antagonist"	NA
"12855"	"NC1=CC=C(C=C1)C1=NC2=C(N1)C=C(C=C2)C1=NC2=C(N1)C=C(N)C=C2"	11371328	"719984"	6656	"Tocris"	"2408"	"Ro 90-7501"	"CAS: 293762-45-5"	"Inhibitor of Amyloid beta-42 fibril formation"	NA
"12856"	"Cl.OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1"	46861540	"9546245"	7131	"Tocris"	"2415"	"HA 1100"	"CAS: 105628-72-6"	"Cell-permeable, Rho-kinase inhibitor"	NA
"12857"	"Cl.OC1=C2C=CC=C(C2=CC=N1)S(=O)(=O)N1CCCNCC1"	46861540	"9546245"	7131	"Tocris"	"2415"	"HA 1100 hydrochloride"	"CAS:105628-72-6"	"Cell-permeable, selective Rho-kinase inhibitor"	NA
"12858"	"C.O=C1C=C(OC2=C(C=CC=C12)C1=CC=CC=C1)N1CCNCC1"	5186	"21475121"	7146	"Tocris"	"2418"	"LY 303511"	"CAS: 154447-38-8"	"Negative control of LY 294002 (Cat. No. 1130)"	NA
"12859"	"ONC(=O)CCCCCN1C(=O)C2=CC=CC3=C2C(=CC=C3)C1=O"	1714884	"4998"	7439	"Tocris"	"2421"	"Scriptaid"	"CAS: 287383-59-9"	"Histone deacetylase inhibitor"	NA
"12860"	"CCCCCCCCC1=CC=C(C=C1)C1=CC=C(C=C1)C(O)=O"	16079014	"1363518"	1610	"Tocris"	"2436"	"AC 55649"	"CAS: 59662-49-6"	"RAR-beta2 agonist"	NA
"12861"	"Cl.CCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1"	9893924	"17238022"	1513	"Tocris"	"2438"	"TMPH hydrochloride"	"CAS: 849461-90-1"	"Neuronal nicotinic AChR antagonist"	NA
"12862"	"ClC1=CC=C(CN(CCCNC(=S)NCCCC2=CNC=N2)C2=NC=C(Br)C=C2)C=C1Cl"	53446695	"8069594"	5798	"Tocris"	"2440"	"NNC 26-9100"	"CAS: 199522-35-5"	"sst4 agonist"	NA
"12863"	"[H]OC(=O)C=C/C(=O)O[H].CN1CCN(CC1)C(=O)C1=NC2=C(N1)C=C(Cl)C=C2"	6711154	"28552113"	2814	"Tocris"	"2441"	"JNJ 10191584"	"CAS: 869497-75-6"	"H4 receptor antagonist; "	NA
"12864"	"FC1=CC=C(NC2=CC3=C(C=C2NC2=CC=C(F)C=C2)C(=O)NC3=O)C=C1"	16759180	"5143302"	6150	"Tocris"	"2442"	"CGP 53353"	"CAS: 145915-60-2"	"PKCbII inhibitor"	NA
"12865"	"FC1=CC=C(NC2=CC3=C(C=C2NC2=CC=C(F)C=C2)C(=O)NC3=O)C=C1"	16759180	"5143302"	6150	"Tocris"	"2442"	"CGP 53353"	"CAS:145915-60-2"	"Selective inhibitor of PKCII"	NA
"12866"	"Cl.CC1=C(SC2=NC3=C(C=C(N)C=C3)N12)C(=O)NC1CCCCC1"	45073464	"21475122"	5159	"Tocris"	"2447"	"Desmethyl-YM 298198"	"CAS: 299901-57-8"	"mGlu1 antagonist YM 298198 derivative"	NA
"12867"	"Cl.CN(C1CCCCC1)C(=O)C1=C(C)N2C(S1)=NC1=C2C=C(N)C=C1"	56972176	"21475123"	2696	"Tocris"	"2448"	"YM 298198"	"CAS: 748758-45-4"	" non-competitive mGlu1 antagonist"	NA
"12868"	"Cl[H].CN(C)[C@@H]1CCC2=C(C1)C1=CC(NC(=O)C3=CC=C(F)C=C3)=CC=C1N2"	11507802	"21475124"	4829	"Tocris"	"2451"	"LY 344864"	"CAS: 186544-26-3"	" 5-HT1F agonist"	NA
"12869"	"CN(C)C(=O)N1N=NN=C1CC1=CC=C(C=C1)C1=CC=CC=C1"	6918426	"9682599"	2605	"Tocris"	"2452"	"LY 2183240"	"CAS: 874902-19-9"	"Novel, anandamide uptake inhibitor. Inhibits FAAH"	NA
"12870"	"Cl.CC1=CC=C(CC2(O)CCN(CCOC3=CC=C(O)C=C3)CC2)C=C1"	163727	"5293623"	5330	"Tocris"	"2456"	"Co 101244 HCl"	"CAS: 193359-26-1"	"NR2B antagonist"	NA
"12871"	"Cl[H].NCCNC(=O)C1=CC=C(Cl)C=N1"	10668061	"143606"	7959	"Tocris"	"2460"	"Lazabemide"	"CAS: 103878-83-7"	"MAO-B inhibitor"	NA
"12872"	"COC1=CC=C(C=C1)N1N=C2C(=CNC3=C2CCCCC3)C1=O"	2736690	"14712537"	3885	"Tocris"	"2467"	"CGS 20625"	"CAS: 111205-55-1"	"benzodiazepine receptor partial agonist"	NA
"12873"	"CC(C)N1N=NC2=CC(=CC=C12)C(O)=O"	9799509	"2018348"	972	"Tocris"	"2469"	"IBC 293"	"CAS: 306935-41-1"	"GPR109b (HM74) receptor agonist. Antilipolytic"	NA
"12874"	"CC1=CC=C2C(=O)C3=C(C=CC=C3)N(CCCN)C2=C1C"	44483281	"7975274"	5471	"Tocris"	"2471"	"ER 27319"	"CAS: 201010-95-9"	"Syk kinase inhibitor"	NA
"12875"	"CC(C)C1=C(COC2=CC(Cl)=C(C=CC3=CC=CC(=C3)C(O)=O)C=C2)C(=NO1)C1=C(Cl)C=CC=C1Cl"	22624897	"8069241"	961	"Tocris"	"2473"	"GW 4064"	"CAS: 278779-30-9"	"farnesoid X receptor (FXR) agonist"	NA
"12876"	"Cl.CC1=C(O)C=C(NC2=NC=NC3=C2C=CC(OCC2=CC=CC=C2)=C3)C(F)=C1"	54279830	"13493305"	5221	"Tocris"	"2475"	"ZM 323881"	"CAS: 324077-30-7"	"VEGFR-2 inhibitor"	NA
"12877"	"CC(C=CC=C(C=CC1=C(C)CCCC1(C)C)/C1=CC=C(C)C=C1)=C/C(O)=O"	6421522	"8152434"	5065	"Tocris"	"2476"	"SR 11302"	"CAS: 160162-42-5"	"Inhibitor of AP-1 transcription factor; antitumour agent"	NA
"12878"	"Cl.Cl.Cl.Cl.NCCC1=NC=CC=C1"	9867770	"21475126"	7984	"Tocris"	"2478"	"2-Pyridylethylamine"	"CAS: 3343-39-3"	"Histamine H1 receptor agonist"	NA
"12879"	"CCCCCOC1=C2NC(=O)C(=CC2=CC=C1OC)C(=O)NCC1=CC=C2OCOC2=C1"	5311339	"8043461"	1638	"Tocris"	"2479"	"JTE 907"	"CAS: 282089-49-0"	"CB2 receptor antagonist/inverse agonist "	NA
"12880"	"Cl.CCC1=CC=C(OCC2=C(C=CC=C2)C(=O)NC2=CC3=C(C=C2)N=C(C)C=C3N)C=C1"	9907171	"4470840"	2489	"Tocris"	"2481"	"JTC 801"	"CAS: 244218-51-7"	"ORL1 antagonist"	NA
"12881"	"Cl.CN(C)CCC1(CC2=CC=CC=C2C(=O)O1)C1=CC=C(Cl)C=C1"	128918	"8082823"	4752	"Tocris"	"2484"	"AC 7954, ()-"	"CAS: 477313-09-0"	"Urotensin II (UT) receptor agonist"	NA
"12882"	"Cl.FC(F)(F)C1=CC=CC(=C1)C1=CCN(CCC2=CC3=CC=CC=C3C=C2)CC1"	364622	"114236"	6111	"Tocris"	"2491"	"Xaliproden"	"CAS: 90494-79-4"	"5-HT1A agonist"	NA
"12883"	"Br.Br.Br.Br.NC(=N)NCCSC(N)=N"	15386	"21475128"	6461	"Tocris"	"2494"	"VUF 8430 dihydrobromide"	"CAS: 98021-17-1"	"H4 agonist"	NA
"12884"	"Cl[H].CC1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1"	10219702	"14645"	1280	"Tocris"	"2495"	"Melperone hydrochloride"	"CAS: 1622-79-3"	"5-HT2A/D2 receptor antagonist; neuroleptic"	NA
"12885"	"CC1=NC(=O)C2=C(CCSC2)N1"	311434	"8395194"	5607	"Tocris"	"2496"	"DR 2313"	"CAS: 284028-90-6"	"PARP inhibitor"	NA
"12886"	"COC1=CC(OC)=C(NC(=O)NC2=NOC(C)=C2)C=C1Cl"	21701577	"275409"	3480	"Tocris"	"2498"	"PNU 120596"	"CAS: 501925-31-1"	"alpha7 nAChR positive allosteric modulator"	NA
"12887"	"Cl.COC1=C(OC)C=C2C(NC3=CC=C(Cl)C=C3F)=NC=NC2=C1"	10479060	"13556265"	3688	"Tocris"	"2499"	"ZM 306416"	"CAS: 690206-97-4"	"VEGFR kinase inhibitor"	NA
"12888"	"Cl.COC1=C(OC)C=C2C(NC3=CC=C(Cl)C=C3F)=NC=NC2=C1"	10479060	"13556265"	3688	"Tocris"	"2499"	"ZM 306416 hydrochloride"	"CAS:690206-97-4"	"Inhibitor of VEGF receptor tyrosine kinase"	NA
"12889"	"FC(F)(F)CCCS(=O)(=O)OC1=CC(OC2=C(C#N)C(=CC=C2)C(F)(F)F)=CC=C1"	9903757	NA	6074	"Tocris"	"2500"	"Bay 59-3074"	"CAS: 406205-74-1"	"CB1/CB2 receptor partial agonist"	NA
"12890"	"[H][C@@]12COC(=O)[C@]1(CC1=CC3=C(C=CC=C3)C=C1)CC(=C)C2"	9872438	"8079411"	179	"Tocris"	"2501"	"Bay 36-7620"	"CAS: 232605-26-4"	"mGlu1 non-competitive antagonist with inverse agonist activity"	NA
"12891"	"COC1=CC2=C(C(=O)N(COC3=CC(=O)N4C=CC=C(OCCN5CCCCC5)C4=N3)S2(=O)=O)C(=C1)C(C)C"	69831604	"8048127"	3633	"Tocris"	"2506"	"SSR 69071"	"CAS: 344930-95-6"	"human leukocyte elastase inhibitor"	NA
"12892"	"[H]OC(=O)C=CC(=O)O[H].CC(C)=CCCN1CCC(CC1)NC(=O)[C@@](O)(C1CCCC1)C1=CC=CC=C1"	56972178	"21475129"	659	"Tocris"	"2507"	"J 104129"	"CAS: 244277-89-2"	"M3 AChR antagonist"	NA
"12893"	"Cl[H].CCN1C(=O)N(C2=C1C=CC=C2)C1=C(CO)CN(CC2CCCCCCC2)CC1"	48229	"21475130"	2556	"Tocris"	"2508"	"Trap 101"	"CAS: 873567-76-1"	"nociceptin/orphanin FQ (NOP) receptor antagonist"	NA
"12894"	"FC(F)(F)C1=CC(NC2=C(C=CC=N2)C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1"	2022	"43868"	6106	"Tocris"	"2510"	"Talniflumate"	"CAS: 66898-62-2"	"Chloride channel blocker (hCLCA1/mCLCA3 and Cl-/HCO3- exchange)"	NA
"12895"	"NC1=NC(=O)C2=C(N1)N(COCCO)C=N2"	9961192	"1945"	6820	"Tocris"	"2513"	"Acyclovir"	"CAS: 59277-89-3"	"Antiherpetic agent"	NA
"12896"	"CCCCC1=NN(C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1S(=O)(=O)NC(=O)C1=C(C)C=CS1)C1=CC=CC=C1C(F)(F)F"	9953769	"8136799"	1745	"Tocris"	"2514"	"L-161,982"	"CAS: 147776-06-5"	"EP4 receptor antagonist"	NA
"12897"	"CC1=C(CCN2CCC3(CC2)OC(=O)NC2=CC=C(C)C=C32)N=C(O1)C1=CC=CC=C1"	9874838	"8129379"	5705	"Tocris"	"2517"	"RS 504393"	"CAS: 300816-15-3"	"CCR2 chemokine receptor antagonist"	NA
"12898"	"CC(C)OC(=O)C1=CN(CC2=C(F)C=CC=C2F)C2=C(C(CN(C)CC3=CC=CC=C3)=C(S2)C2=CC=C(NC(=O)C(C)C)C=C2)C1=O"	9887870	"8050527"	804	"Tocris"	"2519"	"T 98475"	"CAS: 192887-28-8"	"Gonadotropin-releasing hormone (GnRH, LHRH) receptor antagonist"	NA
