"Structure_ID"	"Hypergeo_pval"	"Original_molecule_SMILES"	"Supplier"	"Supplier_ID"	"Supplier_Molname"	"Supplier_Data_1"	"Supplier_Data_2"	"Supplier_Data_3"
"4146"	"7134"	"1"	"O=C1NC=NC2=C1NC=N2"	"Spectrum"	"00310023"	NA	"CAS: 68-94-0 Source: widely distributed in the plant and animal kingdom Status: undetermined activity"	NA	NA
"4147"	"7135"	"1"	"OC1=C2C=NNC2=NC=N1"	"John Hopkins"	"JHU- 306"	NA	"Therapeutic area: MISC- Antiurolithic, Antiurolithic"	NA	NA
"4148"	"7136"	"1"	"OC1=NC=NC2=C1C=CC=C2"	"Tocris"	"2192"	"4-HQN"	"CAS: 491-36-1"	"PARP inhibitor"	NA
"4149"	"7137"	"1"	"O=C1C(=C1C1=CC=CC=C1)C1=CC=CC=C1"	"NIHCC"	"SAM001247027"	"GPHR-00104024"	NA	NA	NA
"4150"	"7138"	"1"	"O=C1C2=CC=CC=C2OC2=C1C=CC=C2"	"Spectrum"	"00200523"	NA	"CAS: 90-47-1 Source: gentian and other flowers Status: undetermined activity Literature: Phytochemistry 4: 411 (1968)"	NA	NA
"4151"	"7139"	"1"	"O=C1C=C(N=C2N1C=CC1=CC=CC=C21)N1CCOCC1"	"Tocris"	"3271"	"Compound 401"	"CAS:168425-64-7"	"Selective DNA-PK and mTOR inhibitor"	NA
"4152"	"7141"	"1"	"O=C1C=C(N=C2N(CC3=CC=CC4=CC=CC=C34)C=CN12)N1CCOCC1"	"PKIS2"	"GSK2333389A"	NA	NA	NA	NA
"4153"	"7142"	"1"	"O=C1C=C(OC(=C1)C1=CC=CC2=C1SC1=CC=CC=C1S2)N1CCOCC1"	"SelleckChem"	"S1092"	NA	"CAS:587871-26-9"	"Targets: ATM "	NA
"4154"	"7144"	"1"	"O=C1C=C(OC2=C(C=CC=C12)C1=CC=CC2=C1SC1=C2C=CC=C1)N1CCOCC1"	"MIPE"	"NCGC00250377-01"	NA	"CAS:503468-95-9"	"Mechanism: DNA-Dependent Protein Kinase (DNA-PK) Inhibitor "	"Source: Selleck/S2638"
"4155"	"7145"	"1"	"Cl.O=C1C=C(OC2=C(C=CC=C12)C1=CC=CC=C1)N1CCOCC1"	"LOPAC"	"L9908"	"LY-294,002 hydrochloride; 2-(4-Morpholinyl)-8-phenyl-4H-1-benzopyran-4-one hydrochloride"	"Specific phosphatidylinositol 3-kinase (PI3K) inhibitor."	NA	NA
"4156"	"7147"	"1"	"O=C1C=C(OC2=C1C=CC1=C2C=CC=C1)C1=CC=CN=C1"	"NCI"	"GPHR-00220272"	NA	NA	NA	NA
"4157"	"7148"	"1"	"O=C1C=C(OC2=C3C=CC=CC3=CC=C12)N1CCOCC1"	"Tocris"	"2828"	"NU 7026"	"CAS:154447-35-5"	"Selective DNA-dependent protein kinase inhibitor"	NA
"4158"	"7150"	"1"	"Cl[H].Cl[H].O=C1NC2=C(NC=C2C2=CCNCC2)C=C1"	"Tocris"	"1032"	"CP 93129 dihydrochloride"	"CAS: 127792-75-0"	"5-HT1B agonist"	NA
"4159"	"7151"	"1"	"O=C1OC2=C(C=CC=C2)C=C1"	"John Hopkins"	"JHU- 2578"	NA	"Therapeutic area: Anticoagulant"	NA	NA
"4160"	"7153"	"1"	"O=C1C=CC=C2[C@H]3CNC[C@H](C3)CN12"	"MIPE"	"NCGC00016463-02"	NA	"CAS:485-35-8"	"Mechanism: Nicotinic alpha3beta4 Partial Agonists"	"Source: Selleck/S2287"
"4161"	"7154"	"1"	"O=C1N([Se]C2=CC=CC=C12)C1=CC=CC=C1"	"LOPAC"	"E3520"	"Ebselen; 2-Phenyl-1,2-benzisoselenazol-3(2H)-one"	"Antioxidant; inhibits mammalian lipoxygenases and glutathione S-transferase "	NA	NA
"4162"	"7155"	"1"	"O=C1N2CCC3=C(NC4=C3C=CC=C4)C2=NC2=C1C=CC=C2"	"LOPAC"	"R3277"	"Rutaecarpine; Rutecarpine"	"Delayed rectifier K+ channel blocker; inhibits platelet aggregation; vasoldilator"	NA	NA
"4163"	"7156"	"1"	"O=C1ON=C2C=NC3=C(C=CC=C3)N12"	"LOPAC"	"O3636"	"ODQ; 1H-[1,2,4]Oxadiazolo[4,3-a]quinoxalin-1-one"	"Potent and selective NO-sensitive guanylyl cyclase inhibitor"	NA	NA
"4164"	"7159"	"1"	"OB(O)O"	"John Hopkins"	"JHU- 1337"	NA	"Therapeutic area: Antiseptic"	NA	NA
"4165"	"7160"	"1"	"OB1OCC2=CC(OC3=CC=C(C=C3)C#N)=CC=C12"	"MIPE"	"NCGC00345792-01"	NA	"CAS:906673-24-3"	"Mechanism: Phosphodiesterase IIII (PDE4) inhibitor, IL-2,6,8/TNFalpha inhibitor"	"Source: Chemietek/     CT-AN2728 "
"4166"	"7161"	"1"	"OC(C(=O)NC1C2SCC(CSC3=NN=NN3CS(O)(=O)=O)=C(N2C1=O)C(O)=O)C1=CC=CC=C1"	"John Hopkins"	"JHU- 1889"	NA	"Therapeutic area: Antibiotic"	NA	NA
"4167"	"7163"	"1"	"OC(C(=O)C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 1111"	NA	"Therapeutic area: Antiseptic, Therapeutic plant extract"	NA	NA
"4168"	"7167"	"1"	"OC(C(O)=O)C1=CC=CC=C1"	"John Hopkins"	"JHU- 5976"	NA	"Therapeutic area: Dermatologic"	NA	NA
"4169"	"7168"	"1"	"OC(C1CCCCN1)C1=CC(=NC(=C1)C1=CC=C(C=C1)C(F)(F)F)C(F)(F)F"	"NCI"	"GPHR-00220695"	NA	NA	NA	NA
"4170"	"7169"	"1"	"[H]OC(C1CCCCN1)C1=CC(=NC2=C(Cl)C=C(Cl)C=C12)C(F)(F)F"	"NCI"	"GPHR-00220776"	NA	NA	NA	NA
"4171"	"7170"	"1"	"OC(C1CCCCN1)C1=CC(=NC2=C1C=CC=C2)C1=CC=C(Cl)C=C1"	"NCI"	"GPHR-00220664"	NA	NA	NA	NA
"4172"	"7171"	"1"	"OC(C1CCN(CC1)C(=O)OC1=CC=C(C=C1)[N+]([O-])=O)(C1=CC2=C(OCO2)C=C1)C1=CC=C2OCOC2=C1"	"MIPE"	"NCGC00263237-01"	NA	"CAS:1101854-58-3"	"Mechanism: Monoacylglycerol lipase (MAGL) inhibitor"	"Source: gift"
"4173"	"7173"	"1"	"OC(C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(F)C=C1"	"NCI"	"GPHR-00221599"	NA	NA	NA	NA
"4174"	"7174"	"1"	"OC(C1CCN(CCC2=CC=CC=C2)CC1)C1=CC=CC=C1"	"Tocris"	"0870"	"MDL 11,939"	"CAS: 107703-78-6"	"5-HT2 antagonist"	NA
"4175"	"7175"	"1"	"OC(C1CCNCC1)(C1=CC=CC=C1)C1=CC=CC=C1"	"Prestwick"	"Prestw-93"	"Azacyclonol"	NA	NA	NA
"4176"	"7176"	"1"	"[O-]S([O-])(=O)=O.OC(C1CC2CC[NH+]1CC2C=C)C1=C2C=CC=CC2=NC=C1.OC(C1CC2CC[NH+]1CC2C=C)C1=C2C=CC=CC2=NC=C1"	"John Hopkins"	"JHU- 2208"	NA	"Therapeutic area: Antimalarial"	NA	NA
"4177"	"7182"	"1"	"[Bi+3].OC(CC([O-])=O)(CC([O-])=O)C([O-])=O"	"John Hopkins"	"JHU- 12071"	NA	"Therapeutic area: Antacid"	NA	NA
"4178"	"7184"	"1"	"OC(CCCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 3214"	NA	"Therapeutic area: Antiemetic"	NA	NA
"4179"	"7185"	"1"	"Cl[H].OC(CCCN1CCN(CC1)C1=NC=C(F)C=N1)C1=CC=C(F)C=C1"	"Tocris"	"1440"	"BMY 14802 hydrochloride"	"CAS: 105565-55-7"	"Sigma antagonist. Antipsychotic agent"	NA
"4180"	"7186"	"1"	"OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 8344"	NA	"Therapeutic area: Antiparkinsonian"	NA	NA
"4181"	"7187"	"1"	"OC(CCN1CCCCC1)(C1CC2CC1C=C2)C1=CC=CC=C1"	"John Hopkins"	"JHU- 1254"	NA	"Therapeutic area: Antiparkinsonian"	NA	NA
"4182"	"7188"	"1"	"OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 10482"	NA	"Therapeutic area: Antiparkinsonian"	NA	NA
"4183"	"7189"	"1"	"OC(CCN1CCCCC1)(C1=CC=CC=C1)C1=CC=CC=C1"	"John Hopkins"	"JHU- 8304"	NA	"Therapeutic area: Antiparkinsonian"	NA	NA
"4184"	"7190"	"0.408450704225352"	"Cl.Cl.OC(CN1C2=C(C=C(Br)C=C2)C2=C1C=CC(Br)=C2)CN1CCNCC1"	"Tocris"	"2160"	"Bax channel blocker"	"CAS: 335165-68-9"	"Inhibits Bax-mediated mitochondrial cytochrome c release"	NA
"4185"	"7192"	"1"	"OC(COC1=CC=C(Cl)C=C1)CN1CCN(CC1)C1=CC(Cl)=CC=C1"	"NCI"	"GPHR-00220548"	NA	NA	NA	NA
"4186"	"7193"	"1"	"OC(COC1=CC=CC2=C1C=CC=C2)CN1CCN(CC1)C1=C(Cl)C=CC=C1"	"NCI"	"GPHR-00220554"	NA	NA	NA	NA
"4187"	"7194"	"1"	"OC(COC1=CC=CC2=C1C=CC=C2)CN1CCN(CC1)C1=CC=C(Cl)C=C1"	"NCI"	"GPHR-00220555"	NA	NA	NA	NA
"4188"	"7195"	"1"	"OC(COC1=CC=CC2=C1C=CC=C2)CN1CCN(CC1)C1=CC(Cl)=CC=C1"	"NCI"	"GPHR-00220553"	NA	NA	NA	NA
"4189"	"7197"	"1"	"OC(COC1=C2C(=O)C=C(OC2=CC=C1)C(O)=O)COC1=C2C(=O)C=C(OC2=CC=C1)C(O)=O"	"John Hopkins"	"JHU- 2605"	NA	"Therapeutic area: Antiasthmatic, Bronchodilator"	NA	NA
"4190"	"7198"	"1"	"Cl[H].OC(COC1=CC=CC=C1C1=CC=CC=C1)CC(=N)N1CCCCC1"	"Tocris"	"0998"	"AH 11110 hydrochloride"	"CAS: 179388-65-9"	"Subtype-alpha1B adrenoceptor ligand"	NA
"4191"	"7199"	"1"	"OC(CN1CCC(CC2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1"	"MIPE"	"NCGC00092329-01"	NA	"CAS:119431-25-3"	"Mechanism: NMDA Antagonist"	"Source: Tocris/Cat. No. 2195"
"4192"	"7201"	"1"	"Cl.OC(CN1CCN(CC1)C1=CC=CC(Cl)=C1)C(C1=CC=CC=C1)C1=CC=CC=C1"	"LOPAC"	"B9929"	"BRL 15572; 4-(3-Chlorophenyl)-alpha-(diphenylmethyl)-1-piperazineethanol hydrochloride"	"Potent and selective 5-HT1D serotonin receptor antagonist"	NA	NA
"4193"	"7202"	"1"	"[H]C(=C([H])C(O)=O)C(O)=O.OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1.OC(CNCCNC(=O)N1CCOCC1)COC1=CC=C(O)C=C1"	"LOPAC"	"X3253"	" Xamoterol hemifumarate;  ICI 118587; (+/-)-N-[2-[[Hydroxy-3-(4-hydroxy)propyl]amino]ethyl-4-morpholinecarboxamide hemifumarate"	"Specific beta1-Adrenoceptor specific partial agonist"	NA	NA
"4194"	"7203"	"1"	"OC(CNCCNC(=O)NC1=CC=CC=C1)COC1=C(C=CC=C1)C#N"	"Tocris"	"0832"	"ICI 89406"	"CAS: 53671-71-9"	"beta-adrenoceptor antagonist "	NA
"4195"	"7205"	"1"	"OC(CC1=CN=CC=C1)(P(O)(O)=O)P(O)(O)=O"	"John Hopkins"	"JHU- 8781"	NA	"Therapeutic area: Bone resorption inhibitor., Bone resorption inhibitor"	NA	NA
"4196"	"7206"	"1"	"OC(CC1=CC=NC=C1)C(Cl)(Cl)Cl"	"Tocris"	"1758"	"PETCM"	"CAS: 10129-56-3"	"Activator of caspase-3"	NA
"4197"	"7207"	"1"	"O.OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O"	"MIPE"	"NCGC00159521-05"	NA	"CAS:165800-06-6"	"Mechanism: Farnesyl Pyrophosphate Synthase Inhibitors"	"Source: Selleck/S1314"
"4198"	"7208"	"1"	"OC(CN1C=NC=N1)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1"	"John Hopkins"	"JHU- 4211"	NA	"Therapeutic area: Antifungal"	NA	NA
"4199"	"7210"	"1"	"OC(C1=CC=C(C=C1)N(CC(F)(F)F)S(=O)(=O)C1=CC=CC=C1)(C(F)(F)F)C(F)(F)F"	"Tocris"	"2373"	"T 0901317"	"CAS: 293754-55-9"	"liver X receptor (LXR) agonist"	NA
"4200"	"7218"	"1"	"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1"	"John Hopkins"	"JHU- 1411"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"4201"	"7219"	"1"	"OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1"	"John Hopkins"	"JHU-4750"	NA	NA	NA	NA
"4202"	"7221"	"1"	"Cl.OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=CC(=C1)C(F)(F)F"	"LOPAC"	"T103"	"Trifluperidol hydrochloride; R 2498 hydrochloride; Triperidol hydrochloride"	"Dopamine receptor antagonist; antipsychotic"	NA	NA
"4203"	"7223"	"1"	"OC1(CCN(CC2=CNC3=CC=CC=C23)CC1)C1=CC=C(Cl)C=C1"	"LOPAC"	"L135"	"L-741,626; ()-3-[4-(4-Chlorophenyl)-4-hydroxypiperidinyl]methylindole"	"Selective D2 dopamine receptor antagonist"	NA	NA
"4204"	"7228"	"1"	"OC12C3C4C5C3C(C3C5CC4C13)N2CCC1=CC=CC(F)=C1"	"Tocris"	"2669"	"TC 1"	NA	"High affinity sigma1 ligand"	NA
"4205"	"7229"	"1"	"OC1=C(O)C(=N)OC1C1=CC=CC=C1"	"NCI"	"GPHR-00219698"	NA	NA	NA	NA
"4206"	"7230"	"0.417840375586854"	"O.O.OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C=C1"	"Prestwick"	"Prestw-507"	"Quercetine dihydrate"	NA	NA	NA
"4207"	"7231"	"0.417840375586854"	"OC1=CC=C(C(O)=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"	"MIPE"	"NCGC00015672-01"	NA	"CAS:6202-27-3
480-16-0"	"Mechanism: Cytochrome P450 CYP1A2 Inhibitor"	"Source: Selleck/S2325"
"4208"	"7232"	"0.441491717601204"	"OC1=CC2=C(C(O)=C1)C(=O)C(O)=C(O2)C1=CC(O)=C(O)C(O)=C1"	"MIPE"	"NCGC00015697-11"	NA	"CAS:529-44-2"	"Mechanism: Cytochrome P450 CYP1A2 Inhibitor, Androgen Receptor Ligands"	"Source: Selleck/S2326"
"4209"	"7233"	"1"	"OC1=CC=C(C=C1)C1=C(O)C(=O)C2=C(O1)C=C(O)C=C2O"	"MIPE"	"NCGC00016480-09"	NA	"CAS:520-18-3"	"Mechanism: flavanoid, Cyclooxygenase-1 Inhibitors
Estrogen-Related Receptor alpha (ERRalpha, ERR1) Inverse Agonists
Estrogen-Related Receptor gamma (ERRgamma) Inverse Agonists
Jak3 Inhibitors
STAT-6 Inhibitors
Xanthine Oxidase Inhibitors "	"Source: Selleck/S2314"
"4210"	"7234"	"1"	"OC1=C(O)C(=O)C(O)=C(O)C1=O"	"Spectrum"	"01503330"	NA	"CAS: 319-89-1 Source: synthetic Status: USAN, INN Therapeutic area: keratolytic"	NA	NA
"4211"	"7236"	"1"	"O.OC1=C(O)C(=O)C(O)=C(O)C1=O"	"Prestwick"	"Prestw-835"	"Tetrahydroxy-1,4-quinone monohydrate"	NA	NA	NA
"4212"	"7238"	"1"	"OC1C(O)C(O)C2C(NC(=O)C3=C(O)C4=C(OCO4)C=C23)C1O"	"NCI"	"GPHR-00221282"	NA	NA	NA	NA
"4213"	"7239"	"0.417840375586854"	"OC1C(OC2=CC(O)=CC(O)=C2C1=O)C1=CC=C(O)C(O)=C1"	"LOPAC"	"T4512"	"()-Taxifolin; Dihydroquercetin"	"Flavonoid, antioxidant"	NA	NA
"4214"	"7240"	"1"	"[H]OC1C=C2C(N([H])C(=O)C3=CC4=C(OCO4)C=C23)C(O[H])C1O[H]"	"NCI"	"GPHR-00221143"	NA	NA	NA	NA
"4215"	"7241"	"0.417840375586854"	"OC1CC(CC(O)C1OC(=O)C=CC1=CC(O)=C(O)C=C1)(OC(=O)C=CC1=CC(O)=C(O)C=C1)C(O)=O"	"NCI"	"GPHR-00220803"	NA	NA	NA	NA
"4216"	"7247"	"1"	"OC1CC2=C(OC1C1=CC(O)=C(O)C=C1)C=C(O)C=C2O"	"John Hopkins"	"JHU- 2137"	NA	"Therapeutic area: Antidiarrheal, N/A"	NA	NA
"4217"	"7251"	"0.408450704225352"	"OC1OCC=C2OC(=O)C=C12"	"Spectrum"	"01503904"	NA	"CAS: 149-29-1 Source: Aspergillus clavatus, Penicillium patulum Status: experimental Literature: J Chem Soc 1944: 415 Therapeutic area: antibacterial"	NA	NA
"4218"	"7252"	"1"	"[Na+].OC1C(CC([O-])=O)CCCC2=C1C=CC=C2"	"LOPAC"	"N4159"	"NCS-382; 1-Ethyl-1,4-dihydro-7-methyl-4-oxo-1,8-naphthyridine-3-carboxylic acid"	"gamma-Hydroxybutyrate receptor antagonist"	NA	NA
"4219"	"7253"	"1"	"OCC(=O)N1CCC(CC1)C1=C(C(=NN1)C1=CC=C(Cl)C=C1)C1=NC=NC=C1"	"MIPE"	"NCGC00345832-01"	NA	"CAS:271576-80-8"	"Mechanism: p38 MAPK Inhibitor"	"Source: SynKinase/SYN-1078"
"4220"	"7256"	"1"	"OCC(Br)(CO)[N+]([O-])=O"	"John Hopkins"	"JHU-1416"	NA	"Therapeutic area: antiseptic"	NA	NA
"4221"	"7261"	"1"	"OCC(O)C1OC(O)=C(O)C1=O"	"John Hopkins"	"JHU- 1597"	NA	"Therapeutic area: Vitamin"	NA	NA
"4222"	"7266"	"1"	"OCC(O)COC(=O)C1=C(NC2=C3C=CC(Cl)=CC3=NC=C2)C=CC=C1"	"John Hopkins"	"JHU- 4576"	NA	"Therapeutic area: Analgesic"	NA	NA
"4223"	"7270"	"1"	"OCC(S)CS"	"Spectrum"	"01500252"	NA	"CAS: 59-52-9 Source: synthetic Status: USP, INN, BAN, JAN Therapeutic area: chelating agent (As, Au, Hg antidote)"	NA	NA
"4224"	"7271"	"1"	"[H]N1C(CO)(CO)COC11CCCC1"	"NCI"	"GPHR-00219653"	NA	NA	NA	NA
"4225"	"7272"	"1"	"OCC1(CO)N2CCC(CC2)C1=O"	"Tocris"	"1862"	"PRIMA-1"	"CAS: 5608-24-2"	"Restores mutant p53 activity; induces apoptosis"	NA
"4226"	"7274"	"1"	"[H]N1C=NC(=S)C2=C1N(C=N2)C1CCCC(CO)O1"	"NCI"	"GPHR-00220121"	NA	NA	NA	NA
"4227"	"7277"	"1"	"OCC1OC(C(O)C1O)N1C=C(F)C(=O)NC1=O"	"NCI"	"GPHR-00221053"	NA	NA	NA	NA
"4228"	"7280"	"1"	"OCC1OC(C(O)C1O)N1C=NC2=C1N=CN=C2SCC1=CC=CC=C1"	"NCI"	"GPHR-00221280"	NA	NA	NA	NA
"4229"	"7281"	"1"	"[H]N1C=NC(=S)C2=C1N(C=N2)C1OC(CO)C(O)C1O"	"NCI"	"GPHR-00221109"	NA	NA	NA	NA
"4230"	"7288"	"1"	"OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O"	"John Hopkins"	"JHU- 264"	NA	"Therapeutic area: Erectile dysfunction"	NA	NA
"4231"	"7291"	"1"	"OCCC#CC1=NC(=C(N1CCCC1=CC=CC=C1)C1=CC=NC=C1)C1=CC=C(F)C=C1"	"MIPE"	"NCGC00241112-01"	NA	"CAS:215303-72-3"	"Mechanism: p38 MAPK Inhibitor, IL-1beta Production Inhibitor/TNF-alpha Production Inhibitor"	"Source: SynKinase/SYN-1072"
"4232"	"7294"	"1"	"OCCCNC1=CC(=CC=N1)C1=NC(NC2=CC=CC(Cl)=C2)=NC=C1"	"MIPE"	"NCGC00346940-01"	NA	"CAS:164658-13-3"	"Mechanism: CDK1/2 Inhibitor"	"Source: Chemscene/ CS-0024"
"4233"	"7299"	"0.39906103286385"	"OCCN(CCO)C1=NC2=C(N=C(N=C2N2CCCCC2)N(CCO)CCO)C(=N1)N1CCCCC1"	"John Hopkins"	"JHU- 3239"	NA	"Therapeutic area: Antithrombotic"	NA	NA
"4234"	"7302"	"1"	"Cl.OCCN1CCN(CCC=C2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1"	"Prestwick"	"Prestw-998"	"Zuclopenthixol hydrochloride"	NA	NA	NA
"4235"	"7303"	"1"	"Cl.Cl.OCCN1CCN(CCC=C2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1"	"LOPAC"	"F114"	"cis-(Z)-Flupenthixol dihydrochloride; (Z)-4-[3-[2-(Trifluoromethyl)-9H-thioxanthen-9-ylidene]propyl]-1-piperazine-ethanol dihydrochloride"	"Dopamine receptor antagonist; antipsychotic"	NA	NA
"4236"	"7308"	"1"	"OCCNC1=NC2=C(C=C(Cl)C=C2[N+]([O-])=O)C2=C1C=CC=C2"	"NCI"	"GPHR-00220477"	NA	NA	NA	NA
"4237"	"7311"	"0.417840375586854"	"OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"John Hopkins"	"JHU- 4938"	NA	"Therapeutic area: Anxiolytic"	NA	NA
"4238"	"7312"	"1"	"OCCOCCN1CCN(CC1)C1=C(Br)C(=O)C2=C(C(O)=CC=C2O)C1=O"	"NCI"	"GPHR-00221517"	NA	NA	NA	NA
"4239"	"7313"	"1"	"OCCOCCN1CCN(CC1)C1=NC2=C(SC3=CC=CC=C13)C=CC=C2"	"John Hopkins"	"JHU- 8545"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"4240"	"7315"	"0.417840375586854"	"Cl.Cl.OCCOCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=C(Cl)C=C1"	"Prestwick"	"Prestw-133"	"Hydroxyzine dihydrochloride"	NA	NA	NA
"4241"	"7316"	"1"	"OCCOC1=CC=CC=C1"	"John Hopkins"	"JHU- 7770"	NA	"Therapeutic area: Antiseptic"	NA	NA
"4242"	"7317"	"0.320932930139183"	"OCCSC1=C(SCCO)C(=O)C2=CC=CC=C2C1=O"	"LOPAC"	"N1786"	"NSC 95397; 2,3-bis[(2-Hydroxyethyl)thio]-1,4-naphthoquinone"	"Selective, irreversible Cdc25 dual specificity phosphatase inhibitor."	NA	NA
"4243"	"7319"	"1"	"OCCN(CCO)CCO"	"John Hopkins"	"JHU- 11028"	NA	"Therapeutic area: Analgesic, Dermatologic"	NA	NA
"4244"	"7320"	"1"	"OCCN(CCC1=CNC2=CC=CC=C12)CC1=CC=C(C=CC(=O)NO)C=C1"	"MIPE"	"NCGC00345539-02"	NA	"CAS:404951-53-7"	"Mechanism: HDAC Inhibitor"	"Source: Selleck/1095"
"4245"	"7321"	"0.408450704225352"	"OCCN1CCN(CCCN2C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1"	"John Hopkins"	"JHU- 7700"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"4246"	"7322"	"0.408450704225352"	"OCCN1CCN(CCCN2C3=C(SC4=C2C=C(C=C4)C(F)(F)F)C=CC=C3)CC1"	"John Hopkins"	"JHU- 4282"	NA	"Therapeutic area: Antipsychotic"	NA	NA
"4247"	"7323"	"1"	"OCCN1C[C@@H](O)[C@@H](O)C(O)C1CO"	"John Hopkins"	"JHU- 6472"	NA	"Therapeutic area: Antidiabetic"	NA	NA
"4248"	"7325"	"0.417840375586854"	"OCCNCCCNC1=CC=CC2=C1C(=O)C1=CC=CC(NCCCNCCO)=C1C2=O"	"NCI"	"GPHR-00221621"	NA	NA	NA	NA
"4249"	"7326"	"0.408450704225352"	"Cl[H].OCCNCCCOC1=CC=CC(Cl)=C1Cl"	"Tocris"	"2137"	"2,3-DCPE"	"CAS: 418788-90-6"	"Selectively induces cancer cell apoptosis"	NA
"4250"	"7329"	"0.277792541411994"	"Cl.Cl.OCCNCCNC1=CC=C(NCCNCCO)C2=C1C(=O)C1=C(O)C=CC(O)=C1C2=O"	"LOPAC"	"M6545"	"Mitoxantrone; 1,4-Dihydroxy-5,8-bis([2-([2-hydroxyethyl]amino)ethyl]amino)-9,10-anthracenedione"	"DNA synthesis inhibitor"	NA	NA
"4251"	"7331"	"1"	"OCCNCCNC1=NC2=CC=CC(NC(=O)CC34C[C@H]5C[C@H](C[C@H](C5)C3)C4)=C2C=C1"	"MIPE"	"NCGC00347905-01"	NA	"CAS:607378-18-7"	"Mechanism: P2X7 Receptor Antagonist"	"Source: Tocris 3323"
"4252"	"7332"	"1"	"OCCC1=CC=C(NC2=CC=C(O)C3=C2C(=O)C2=C(C=CC=C2)C3=O)C=C1"	"NCI"	"GPHR-00220573"	NA	NA	NA	NA
"4253"	"7334"	"1"	"OCCN1C=C(C(=N1)C1=CC=NC=C1)C1=CC=C2C(CCC2=N/O)=C1"	"MIPE"	"NCGC00263179-01"	NA	"CAS:905281-76-7"	"Mechanism: Raf kinase B Inhibitor"	"Source: Selleck/S1104"
"4254"	"7335"	"1"	"OCCN1C=C(C=N1)C1=CN=C2N=NN(CC3=CC=C4N=CC=CC4=C3)C2=N1"	"MIPE"	"NCGC00263161-01"	NA	"CAS:956905-27-4"	"Mechanism: HGFR (MET; c-Met) Inhibitor"	"Source: Selleck/S1094"
"4255"	"7340"	"1"	"OC[C@H](NC(=O)C(Cl)Cl)[C@H](O)C1=CC=C(C=C1)[N+]([O-])=O"	"John Hopkins"	"JHU- 2025"	NA	"Therapeutic area: Antibiotic"	NA	NA
"4256"	"7342"	"1"	"OC[C@@H](O)CNC(=O)C1=CC=NC=C1NC1=CC=C(I)C=C1F"	"MIPE"	"NCGC00346530-01"	NA	"CAS:1236699-92-5"	"Mechanism: Mek 1/2 inhibitor "	"Source: Selleck/S1475"
"4257"	"7343"	"1"	"OC[C@@H](O)CONC(=O)C1=C(NC2=C(F)C=C(I)C=C2)C(F)=C(F)C=C1"	"MIPE"	"NCGC00189075-01"	NA	"CAS:391210-10-9"	"Mechanism: MEK inhibitor"	"Source: Selleck/S1036"
"4258"	"7347"	"1"	"OCC1CCC(O1)N1C=NC2=C1N=CN=C2O"	"John Hopkins"	"JHU- 3062"	NA	"Therapeutic area: Antiviral"	NA	NA
"4259"	"7349"	"1"	"OC[C@H](CC1=CC=CC=C1)NC1=NC(OC2=CC3=C(CCC3)C=C2)=NC2=C1N=CN2CC1=CC=C(C=C1)C1=CC=CC=C1"	"MIPE"	"NCGC00263207-01"	NA	"CAS:1217444-15-9"	"Mechanism: ADP-ribosylation factor GTPase activating protein 1 inhibitor, Wnt/b-catenin synergist"	"Source: Tocris/3324"
"4260"	"7353"	"1"	"OCC(O)C1OC(=O)C(O)=C1O"	"John Hopkins"	"JHU- 794"	NA	"Therapeutic area: Vitamin"	NA	NA
"4261"	"7355"	"1"	"OCC1OC(=O)C(O)C(O)C1O"	"John Hopkins"	"JHU- 4614"	NA	"Therapeutic area: Antidote"	NA	NA
